id,name,street,city,region,postal code,phone,email,website,zone,country
1588,Carolina Printing,618 S 5th St.,Hartsville,SC,29550,843-332-6107,,http://www.carolinaprintingshirts.com,USA,USA
1589,Al's Sporting Goods,200 N Market St.,Wilmington,DE,19801,302-655-1511,,http://www.alssportinggoods.net,USA,USA
1590,John Grove Sporting Goods,729 E Market St.,York,PA,17403,717-846-7155,,,USA,USA
1591,Play It Again Sports - Rochester - NY,3333 W Henrietta Road,Rochester,NY,14623,585-427-7750,,http://www.playitagainsportsrochester.com,USA,USA
1592,Play It Again Sports - Westminster - CO,7330 W 88th Avenue,Westminster,CO,80021,303-431-6585,,,USA,USA
1593,Play It Again Sports - West Hartford,15 South Main St,West Hartford,CT,6107,860-523-4692,,http://www.playitagainsportswesthartfordct.com,USA,USA
1594,Play It Again Sports - Fredericksburg,1281 Jefferson Davis Hwy,Fredericksburg,VA,22401,540-374-9284,,http://www.playitagainsportsfredericksburg.com,USA,USA
1595,Play It Again Sports - Virginia Beach,2710 N Mall Drive #136,Virginia Beach,VA,23452,757-431-4448,,http://www.playitagainsportsvabeach.com,USA,USA
1596,Play It Again Sports - Evanston,1908 C Dempster,Evanston,IL,60201,847-866-1733,,http://www.playitagainsportsevanston.com,USA,USA
1597,Fan Gear Ink LLC,5109 Commercial Dr Ste A,N. Richland Hills,TX,76180,817-681-5873,,,USA,USA
1598,Softball Fans INC,3433 Midlink,Kalamazoo,MI,49048,269-327-2110,,http://www.softballfans.com,USA,USA
1599,Play It Again Sports - Witham,108 River ST Ste C,Witham,MA,2453,781-609-2506,,,USA,USA
1611,Play Ball Nashua,9 Congress St,Nashua,NH,3062,603-883-2323,,,USA,USA
1612,Play Ball Salisbury,6 Old Elm St,Salisbury,MA,1952,978-499-0063,,,USA,USA
1613,Longstreth Sporting Goods,78 Wells Road,Spring City,PA,19475,610-495-7022,adl@longstreth.com,http://www.longstreth.com,USA,USA
1616,Oppo Sports,9418 Beaufort Court,New Port Richey,FL,34654,727-326-3212,opposports@gmail.com,http://www.opposports.com,USA,USA
1617,Sports Huddle,922 E 9th Street,Lockport,IL,660441,815-838-8522,mairola@thesportshuddle.com,http://www.thesportshuddle.com,USA,USA
1618,IB Sports,5944 Taylor Drive,Burlington,KY,41005,859-586-3500,tbeimesch@idlebrook.com,http://www.ibsportsky.com,USA,USA
1619,E.L. Lumber Company,"270 Rowe Avenue, Loading Dock D",Milford,CT,6461,203-645-8218,eric@ellumberco.com,,USA,USA
1620,Tennessee Sporting Goods,4817 N Broadway,Knoxville,TN,37918,865-688-5454,sports9648@aol.com,,USA,USA
1622,Hardtke Baseball Academy,610 E Hamilton Avenue,Campbell,CA,95008,408-866-8050,info@hwob.com,http://www.hwob.com,USA,USA
1623,Dr. K's Sports Academy,1412 Servierville Road,Maryville,TN,37804,(865) 233-4677,,http://www.drksbaseball.com,USA,USA
1624,Gel Sports,105 Pine Tree Road,Chestertown,MD,21620,(410) 708-0011,lee.usmc.88@gmail.com,,USA,USA
1625,Longworth Sporting Goods,130 Main Street,Wise,VA,24293,276-393-0044,cl@nxtlevelbaseball.com,,USA,USA
1634,A & B Athletics,315 Emerald Isle Way,Bakersfield,CA,93314,713-501-2606,sales@anbathletics.com,,USA,USA
1635,Xtra Cuts,5443 Katy Hockley Cut Off Road,Katy,TX,77494,713-501-2606,azuniga@xtracuts.com,http://www.xtracuts.com,USA,USA
1636,Cluth Athletics,"31330 Ranch Road 12, Ste A",Dripping Springs,TX,78620,206-406-1214,,http://www.clutchathleticstexas.com,USA,USA
1637,Brammer's Athletic Warehouse,5017 E 5th Street,Katy,TX,77493,281-391-1441,preston@brammers.net,http://www.brammers.net,USA,USA
1638,The Baseball Mission,3117 Frazier Park Dr. NE,Cleveland,TN,37323,423-464-0401,shailey@thebaseballmission.com,http://www.thebaseballmission.com,USA,USA
1639,Fox Valley Team Sports,542 W 9th Avenue,Oshkosh,WI,54902,920-233-3224,jim@fvteamsports.com,http://www.fvteamsports.com,USA,USA
1640,Pacifica Cages,640 Crespi Drive #A,Pacifica,CA,94044,650-355-5500,pacificacages@att.net,http://www.pacificacages.com,USA,USA
1641,Coastal Athletics,2049 Corporate Dr. South,Wilmington,NC,28405,910-452-7314,noble920@cs.com,http://www.coastalathletics.com,USA,USA
1642,Phoenix Bat Company,7801 Corporate Blvd,Plain City,OH,43064,877-598-2287,brad@phoenixbats.com,http://www.phoenixbats.com,USA,USA
1643,South Bend Cubs Performance Center,525 S Lafayette Blvd,South Bend,IN,46601,874-404-3636,performancecenter@southbendcubs.com,http://www.southbendcubsperformancecenter.com,USA,USA
1644,Slammers,28427 N Ballard Drive,Lake Forest,IL,60045,847-816-6572,kyle@slammersillinois.com,http://www.slammersillinois.com,USA,USA
1645,Blue Sky Sports,1736 San Pablo Avenue,Pinole,CA,94564,510-724-2583,gregg@blueskysports.com,http://www.blueskysports.com,USA,USA
1646,Golden Trianble Sports Academy,5015 IH 10 South,Beaumont,TX,77708,409-893-3321,,http://www.gtsportsacademy.net,USA,USA
1647,AMGC Sports,710 Market Street #24,Chapel Hill,NC,27516,617-892-2642,info@amgcsports.com,http://www.amgcsports.com,USA,USA
1648,Legacy Team Sales,1417 SW 17th Street,Ocala,FL,34471,352-732-6759,seth@shoplts.com,http://www.shoplts.com,USA,USA
1649,Cypress Fastpitch Sports,13626 Cardinal Flowers Drive,Cypress,TX,77429,832-799-9865,john@cypressfastpitch.com,,USA,USA
1657,The Hitting Academy,3740 West Lambright St,Tampa,FL,33614,813-878-2255,train@thehittingacademy.com,http://www.thehittingacademy.com/,USA,USA
1662,Inside Pitch Bellingham,1750 Moore St,Bellingham,WA,98229,360-647-1600,,http://www.insidepitchbellingham.com,USA,USA
1664,Play It Again Sports Tuscon,7707 E Broadway Blvd,Tucson,AZ,85710,520 296-6888,,,USA,USA
1665,TEXAS BAT COMPANY,811 STONECREST ROAD,ARGYLE,TX,76226,888-731-4005,,,USA,USA
1666,Sports Basement,610 Old Mason Street- The Presidio,San Francisco,CA,94129,(415) 437-0100,cbacigalupi@sportsbasement.com,http://www.sportsbasement.com,USA,USA
1668,Hawaiian Hardball,808 Ahua Street,Honolulu,HI,96819,808-228-3982,,,USA,USA
1242,Sports Gear Warehouse,45-285 Kaneohe Bay Drive #104,Kaneohe,HI,96744,808-234-SHOE(7463),,http://www.sportsgearwarehouse.com,USA,USA
597,Massarelli Baseball School,1565 Massillon Road,Akron,OH,44312,330-208-6363,,http://www.massarellibaseball.com,USA,USA
1676,Napa Sports Association,2371 Pine St,Napa,CA,94559,,,,USA,USA
1256,Frozen Ropes - Syosset,575 Underhill Blvd. Suite 120,Syosset,NY,11791,516-364-7673,,http://www.frozenropes.com/syosset,USA,USA
1682,5-Tool Sports Training Center,"1292 John Belt Dr., Unit 210",Douglasville,GA,30134,678-715-1472,,http://5toolsportstraining.com,USA,USA
1683,CG Hit Zone Baseball - Softball Club,1214 E. Rodeo Road,Casa Grande,AZ,85122,520-705-0550,,,USA,USA
1684,Double Play Academy,"900 Carter Street, Suite C",Vidalia,LA,71371,318-414-2273,,,USA,USA
1686,Dove Tail Bat Co.,163 Greenville Rd,Shirley,ME,4485,207-695-4663,,http://www.dovetailbat.com,USA,USA
1687,Extra Innings - Muskegon,6850 Norton Pines Dr,Spring Lake,MI,49456,231-799-8172,,http://www.extrainningsmuskegon.com,USA,USA
1688,Game On Closeouts,"41049 Hwy 42, Suite B",Prairieville,LA,70769,225-622-0301,,,USA,USA
1689,JL Bats,4810 Rio Street,Farmington,NM,87402,505-402-7809,,,USA,USA
1692,Just For Kicks,1424 Park Avenue,Muscatine,IA,52761,563-263-0755,,,USA,USA
1693,Main Event Promotions & Apparel,"881 Tallmadge Rd, Suite E",Kent,OH,44240,330-592-0302,,,USA,USA
1694,Old Hickory Bat Company,1739 Hwy 31 W,Goodlettsville,TN,37072,615-285-0588,,http://www.oldhickorybats.com,USA,USA
1695,Play It Again Sports - Lynnwood,"16929 HWY 99, Suite 110",Lynnwood,WA,98037,425-670-1184,,http://www.playitagainsportslynnwood.com,USA,USA
1696,Play It Again Sports - Palatine,315 E. Northwest Highway,Palatine,IL,60067,847-221-8260,,http://www.playitagainsportspalatineplaza.com,USA,USA
1697,Play It Again Sports - Vista,"2070 Hacienda Dr, Suite H",Vista,CA,92081,760-941-3600,,http://www.playitagainsportsvista.com,USA,USA
1698,Premier Baseball Performance Center,8630 103rd Avenue,Ozone Park,NY,11417,718-738-9872,,http://www.premierbbny.com,USA,USA
1699,Replay Sports - Aberdeen,750 N Sand Hills Blvd,Aberdeen,NC,28315,910-624-1277,,,USA,USA
1700,Replay Sports - Richmond,11374 Midlothian TPK,Richmond,VA,23235,804-218-7584,,,USA,USA
1701,The Barn,20237 87th Street,Ottumwa,IA,52501,641-777-5148,,http://www.banginatthebarn.com,USA,USA
1702,"Cleats, Inc.","20221 N. 67th Avenue, Ste E-5",Glendale,AZ,85308,623-537-3374,rich@cleatsinc.com,http://www.cleatsinc.com,USA,USA
1703,The Winning Edge,221 Rouch Place Dr.,Rochester,IN,46975,574-223-6090,winningcory@rtcol.com,http://www.thewinedge.com,USA,USA
1704,Diamond Kicks,240 Jamara Avenue,Medford,NY,11763,631-655-2365,diamondkicsli@gmail.com,,USA,USA
1705,Harford Sports Performance Center,121 Industry Lane,Forest Hill,MD,21050,410-420-8442,harfordsports@verizon.net,http://www.harfordsportsonline.com,USA,USA
1706,365 Sports Complex,453 Old K-61 Highway,Inman,KS,67546,620-585-6365,jbrown@mkcoop.com,http://www.365sportscomplex.com,USA,USA
1708,Legends Sports Academy,10900 Electron Dr,Louisville,KY,40299,502-267-1881,matt@legends502.com,http://www.legendssportsacademy502.com,USA,USA
1709,South Carolina Baseball Academy,2656 Augusta Hwy,Lexington,SC,29072,803-360-7242,mcmillanbob8@aol.com,http://www.scbaseballacademy.com,USA,USA
1710,Lanier Hardware,218 S Main Street,Lexington,NC,27292,336-248-5935,stew@lanierhardware.com,http://www.lanierhardware.com,USA,USA
1711,Ripken Professional Baseball,873 Lond Dr,Aberdeen,MD,21001,410-297-92929,deney@ripkenbaseball.com,http://www.ripkenbaseball.com,USA,USA
1712,All Seasons Sports Academy,"801 Elkton Boulevard, Suite 3",Elkton,MD,21921,443-207-8268,todd@allseasonssportsacademy.com,http://www.allseasonssportsacademy.com,USA,USA
1713,Inside Pitch,1750 Moore St.,Bellingham,WA,98229,360-647-1600,insidepitchbellingham@gmail.com,http://www.ipbellingham.com,USA,USA
1714,Sneakers Plus,2194 Terrace Place,Sea Grit,NJ,8750,732-280-2921,pgacos@msn.com,http://www.sneakersplus.com,USA,USA
1715,Camarillo Bat - R -Up,"487 Dawson Drive, Suite 3S",Camarillo,CA,93012,805-987-2287,jeremyh@scf.org,,USA,USA
1716,Donner Ski Shop,"1275 Kleppe Lane, Suite 5",Sparks,NV,89431,530-308-6007,dssbats@aol.com,,USA,USA
1718,Play Ball USA - Northbrook,1885 Holste Road,Northbrook,IL,60062,847-376-9386,maral@playballdirect.com,http://www.playballnbk.com,USA,USA
1720,Sporting Goods Discounters,1449 Scalp Avenue,Johnstown,PA,15904,814-226-1557,bobbie@sgdiscounters.com,,USA,USA
1721,K-Zone Academy,1002 Investment Blvd,Apex,NC,27502,919-619-0029,dan@kzoneacademy.com,http://www.kzoneacademy.com,USA,USA
1722,The Cages at Los Alamitos,10660 Humbolt Street,Los Alamitos,CA,90720,562-598-2243,,http://www.thecageatlosalamitos.com,USA,USA
1723,Napa Sports Association,2371 Pine St,Napa,CA,94559,707-294-8257,mike@napasportsassociation.com,http://www.napasportsassociation.com,USA,USA
1726,Southeast Texas Baseball Academy,2245 Turnig Leaf Drive,Beaumont,TX,77703,409-842-3900,jasontyler@att.net,http://www.setexasbaseballacademy.com,USA,USA
1727,Tuffy Brooks Sporting Goods,101 S Keowee St.,Dayton,OH,45402,937-461-5570,jnapier@tuffybrooks.com,http://www.tuffybrooks.com,USA,USA
1729,Albert Sporting Goods,121 W. Spring Street,St. Marys,OH,45885,419-394-4012,albertsporting@woh.rr.com,,USA,USA
1730,Scottsdale Batting Cages,"7498 E. Monte Cristo Avenue, Suite 103",Scottsdale,AZ,85260,(480) 878-5250,ashton.mccoy.323@gmail.com,http://www.scottsdalebattingcages.com,USA,USA
1731,Tri-County Sporting Goods,731 Cook Street,Royston,GA,30662,706-245-6394,tricosports@yahoo.com,,USA,USA
1734,Between The Lines,Suite 127  13802 N. Scottsdale Road,Scottsdale,AZ,85254,,,,USA,USA
1735,Maine Sport Outfitters,115 Commercial Street,Rockport,ME,4856,,,,USA,USA
1736,Royal Swings Indoor Batting Cage,5108 N. Harlem Ave.,Harwood Heights,IL,60706,708-667-0027,,http://www.royalswings.com,USA,USA
1737,Bolt Athletics,8260 Patuxent Range Rd,Jessup,MD,20794,,,http://www.BoltAthletics.com,USA,USA
1739,Play It Again Sports,8925 W. Central,Wichita,KS,67212,316-729-0300,,http://www.playitagainsportswichitawest.com,USA,USA
1742,MID-AMERICA SPORTS ADVANTAGE,1413 S. MERIDIAN ROAD,JASPER,IN,47546,812-634-2100,,,USA,USA
1402,Flip Consignment,1279 Springfield Ave.,New Providence,NJ,7974,908-898-0080,stef@flipconsign.com,http://www.flipconsign.com,USA,USA
717,Play It Again Sports - Pasadena,3640 E colorado Blvd,Pasadena,CA,91107,626-405-9988,,http://www.playitagainsportspasadena.com,USA,USA
1744,B2B,10300 Menaul Blvd NE Ste 18,Albuquerque,NM,87112,505-332-7867,,http://www.back2backsports.com,USA,USA
1745,Anj Sports,1807 North Causeway Blvd.,Manderville,LA,70471,985-778-0424,,,USA,USA
1746,Extra Innings - Shelby Township,51162 Filomena Drive,Shelby Twp,MI,48315,586-247-3880,,http://www.extrainnings-shelbytownship.com,USA,USA
1747,Fitness First Sports,141 West Water Street,Kerrville,TX,78028,830-896-0114,,,USA,USA
1748,Advantage Baseball,"8515 Jackrabbit Road, Suite Q",Houston,TX,77095,281-550-2433,,http://www.adavantagebaseball.com,USA,USA
1148,Rayville TNT Sports,726 E 15th Ave.,Anchorage,AK,99501,(907) 279-1466,,http://www.rayvilletntsports.com,USA,USA
1750,Idaho Sporting Goods,440 E. Clark # D,Pocatello,ID,83201,(208) 237-1100,,,USA,USA
359,Universal Athletic - Bozeman,912 N 7th Ave,Bozeman,MT,59715,406.587.4415,,http://www.universalathletic.com,USA,USA
1753,Universal Athletic,284 N Meridian Rd.,Kalispell,MT,59901,(406) 752-7400,,http://www.universalathletic.com,USA,USA
1752,Universal Athletic,1401 Cedar St,Helena,MT,59601,(406) 443-4448,,http://www.universalathletic.com,USA,USA
1751,Universal Athletic,1926 Brooks St Ste 8,Missoula,MT,59801,(406) 721-1350,,http://www.universalathletic.com,USA,USA
1755,PROSTOCK ATHLETIC - BELLINGHAM,110 N SAMISH WAY,BELLINGHAM,WA,98225,360-647-0410,,,USA,USA
1756,Bob Ward and Son's,3015 Paxson,Missoula,MT,59801,(406) 728-3220,,,USA,USA
1757,Bob Ward and Son's,1925 Dewey Blvd,Butte,MT,59701,(406) 494-4452,,,USA,USA
1758,Bob Ward and Son's,3323 Dredge Dr.,Helena,MT,59601,(406) 443-2138,,,USA,USA
1759,Donnelley Sports,1300 Overland Ave.,Burley,ID,83318,(208) 677-4310,,,USA,USA
1760,Sports Cellar,402 Sherman Ave.,Coeur d'alene,ID,83814,(208) 664-9464,,,USA,USA
1762,Kimmel Athletic,411 West Haycraft Ste D2,Couer d'Alene,ID,83814,(208) 277-1020,,,USA,USA
1764,Play It Again Sports Lynwood,19513 Highway 99,Lynwood,WA,98036,(425) 670-1184,,,USA,USA
1765,Athlete's Corner,8014 NE 13th Ave,Vancouver,WA,98665,(360) 574-1010,,,USA,USA
1766,Athlete's Corner,2100 SE 164th Ave.,Vancouver,WA,98683,(360) 256-9662,,,USA,USA
1767,Athlete's Corner,1710 S Gold St.,Centralia,WA,98531,(360) 736-1782,,,USA,USA
1768,Athlete's Corner,760 Ocean Beach Hwy.,Longview,WA,98632,(360) 423-4655,,,USA,USA
275,Bases Loaded,11455 Folsom Blvd,Rancho Cordova,CA,95742,916-983-0633,,http://www.ebasesloaded.com,USA,USA
1770,THE BULLPEN,2020 S 600 W,RUSSIAVILLE,IN,46979,765-883-7939,,,USA,USA
803,Breedlove Sporting Goods,123 W. 2nd Street,Kewanee,IL,61443,309-852-2434,,http://www.breedlovesports.com,USA,USA
631,We Play Sport,1404 Mentor Ave,Painesville,OH,44077,440-357-5586,,http://weplay.com/,USA,USA
